day,lat,lon,sst,ssh,sss,u_current,v_current,u_wind,v_wind,temp_0m,temp_50m,temp_100m,temp_500m,temp_1000m
6,16.25,88.25,1.4036164,0.82699937,1.0895226,-0.2985712,-1.2474471,0.98646224,-1.4061748,1.4026209,1.3077362,0.8904524,0.7463649,0.6929084
6,16.25,88.5,1.1357181,0.58311135,0.9633223,-0.06086509,-1.0847791,1.1489602,-0.9530957,1.1348667,1.040569,0.57410043,0.7008947,0.4699978
6,16.25,88.75,1.0456328,0.3983416,0.8653247,0.1295039,-0.8442398,1.17006,-0.46214733,1.0448298,0.8208345,0.36625916,0.53929055,0.5904161
6,16.25,89.0,0.74526507,0.2426514,0.7562906,0.40025154,-0.72699636,1.1030107,0.0032244541,0.74462366,0.623095,0.12857148,0.31035674,0.7777511
6,16.25,89.25,0.6969204,0.099071875,0.6700106,0.7126113,-0.62729025,1.0238544,0.40797094,0.69630504,0.54326004,0.0043314355,0.26696593,0.85509443
6,16.25,89.5,0.70471984,-0.0182252,0.60116005,0.94556683,-0.5198922,0.9794982,0.73265195,0.70410025,0.48679647,0.030415874,0.35814407,0.59084564
6,16.25,89.75,0.80516,-0.11518046,0.54077643,1.1005391,-0.37902734,0.97341406,0.9621409,0.8044864,0.40158492,0.11526055,0.5186327,0.113713875
6,16.25,90.0,0.5180334,-0.16646601,0.41101596,1.1984531,-0.28925917,0.9824123,1.0843971,0.5175142,0.17703131,0.020171426,0.48087287,-0.34400073
6,16.5,85.0,-1.2227066,-0.86643386,0.256164,-0.018476922,1.6358519,2.3973181,-1.1343493,-1.2222896,-1.2858156,-1.1295758,-1.2744256,-2.606455
6,16.5,85.25,-0.76062953,-0.61262673,0.3707086,-0.084516,1.7737681,2.2591379,-0.81373626,-0.7604611,-0.9466779,-0.768579,-1.012998,-2.2038193
6,16.5,85.5,-0.31625432,-0.28351504,0.46821088,-0.25494,1.9043803,1.9982008,-0.29167387,-0.31632483,-0.61858594,-0.45580634,-0.95844775,-1.6147258
6,16.5,85.75,-0.08703174,0.05972592,0.5619827,-0.58648753,1.8749062,1.6220711,0.29442042,-0.08722553,-0.2308767,-0.17075324,-0.9514962,-0.9730821
6,16.5,86.0,0.10235535,0.41605967,0.6595778,-0.9588412,1.795016,1.1608224,0.78381586,0.10205971,0.2189136,0.17736125,-0.796618,-0.42335084
6,16.5,86.25,0.4355665,0.75391424,0.71251595,-1.349613,1.6805139,0.669933,1.0292956,0.43509167,0.5157698,0.53563416,-0.69247997,0.14743
6,16.5,86.5,0.7952243,1.0751271,0.76797724,-1.632013,1.6056976,0.22355329,0.9335724,0.7945561,0.7127041,0.9222237,-0.5897323,0.9848776
6,16.5,86.75,0.98593795,1.3856856,0.7737664,-1.700916,1.4222507,-0.10287192,0.48591372,0.9851671,0.80720466,1.1198311,-0.46161863,1.6682829
6,16.5,87.0,1.341771,1.6332029,0.86526275,-1.6070324,0.91771674,-0.24186425,-0.21455845,1.3408089,1.0605354,1.2550743,-0.028432135,2.002118
6,16.5,87.25,1.5524036,1.7411128,0.9505366,-1.4372774,0.1484085,-0.15039983,-0.96465683,1.5513281,1.2443148,1.2549934,0.20456596,1.9962634
6,16.5,87.5,1.5722439,1.6841382,0.97474575,-1.2424142,-0.61647683,0.14732139,-1.5256665,1.5711578,1.2499615,1.1849667,0.108901076,1.876195
6,16.5,87.75,1.3471533,1.4936376,0.9290982,-0.9863877,-1.139898,0.5484778,-1.7499719,1.3461882,1.1623172,1.0808537,-0.026561981,1.5726945
6,16.5,88.0,1.2318358,1.231788,0.8878776,-0.6561673,-1.4056532,0.925381,-1.6377066,1.2309327,1.135565,0.96638036,0.11702148,1.0557588
6,16.5,88.25,1.0875998,0.930376,0.81387246,-0.35778487,-1.4706206,1.1792582,-1.2871957,1.0867742,0.9990119,0.71793365,0.3028556,0.50694805
6,16.5,88.5,0.8501824,0.63123566,0.72940356,-0.113612786,-1.2845249,1.2742747,-0.8216532,0.84948456,0.77486944,0.4501133,0.3731012,0.31175166
6,16.5,88.75,0.790347,0.39413407,0.65575445,0.12992467,-1.0590953,1.2471602,-0.340048,0.7896814,0.6063407,0.25348946,0.3485062,0.5027995
6,16.5,89.0,0.62775904,0.1776899,0.54076093,0.39525577,-0.9739343,1.1786892,0.09768579,0.6271808,0.415712,-0.015521681,0.20701438,0.6964985
6,16.5,89.25,0.41992477,-0.032182924,0.4119447,0.65630215,-0.8386072,1.1405789,0.4634762,0.41945833,0.24674967,-0.22881097,0.10923737,0.6675876
6,16.5,89.5,0.36389503,-0.19924861,0.2956045,0.83615774,-0.63590485,1.1546336,0.74688596,0.36345872,0.07817616,-0.29000366,0.06634689,0.31828746
6,16.5,89.75,0.26203552,-0.33004466,0.16948158,0.9272896,-0.41851956,1.1979307,0.9426155,0.261654,-0.14199878,-0.3056452,-0.018716361,-0.20355162
6,16.5,90.0,-0.07058266,-0.40711227,0.01596083,0.9919812,-0.29607606,1.2315862,1.0466846,-0.0707853,-0.4244939,-0.43491876,-0.21910161,-0.64715135
6,16.75,85.0,-1.5198854,-0.90391773,-0.053694684,-0.31277347,1.6784567,2.063424,-0.59784037,-1.5193087,-1.7605963,-1.3558863,-2.3077261,-3.015682
6,16.75,85.25,-1.0603971,-0.6446853,0.075090624,-0.23440382,1.8830657,1.9727784,-0.29215723,-1.0600675,-1.3406705,-0.99688804,-1.7346022,-2.3346334
6,16.75,85.5,-0.635336,-0.27813086,0.21381345,-0.2782562,2.1803942,1.7866645,0.20129506,-0.6352349,-0.8869678,-0.6205851,-1.1948867,-1.3709067
6,16.75,85.75,-0.2610224,0.14484046,0.36471826,-0.491528,2.2442749,1.487634,0.7583347,-0.26112258,-0.39872244,-0.21181709,-0.79624885,-0.46555433
6,16.75,86.0,0.1735315,0.5793008,0.50737274,-0.73689514,2.172555,1.0846485,1.2282088,0.17319758,0.104030214,0.24533324,-0.52394474,0.18533765
6,16.75,86.25,0.4910747,1.001666,0.6023674,-1.0355887,2.022115,0.6248466,1.466526,0.49057,0.50953466,0.73653805,-0.44201893,0.7690735
6,16.75,86.5,0.9391841,1.3885703,0.7061541,-1.2390509,1.7884682,0.18623526,1.3704051,0.9384385,0.8609722,1.2837106,-0.347609,1.5074776
6,16.75,86.75,1.2817618,1.7192162,0.72742224,-1.2556925,1.4335234,-0.14654799,0.9088613,1.2808318,1.0270716,1.5579308,-0.28170252,1.9468982
6,16.75,87.0,1.507174,1.9609778,0.77252805,-1.1905131,0.8399291,-0.28450334,0.14055204,1.5061228,1.2195911,1.610307,-0.01911828,1.9906727
6,16.75,87.25,1.6862849,2.0489752,0.8372303,-1.123124,0.02768756,-0.13067716,-0.7356898,1.6851374,1.4171363,1.5605688,0.21188253,1.9003805
6,16.75,87.5,1.6175665,1.9590281,0.8366421,-1.0467663,-0.77046317,0.28424218,-1.3898325,1.6164559,1.393235,1.4164879,0.16222914,1.7829754
6,16.75,87.75,1.2464631,1.7184321,0.75708,-0.87378216,-1.3451191,0.75405896,-1.6388612,1.2455521,1.1793123,1.2081321,0.022189135,1.4464401
6,16.75,88.0,0.9264931,1.3860812,0.6558938,-0.57266045,-1.6347032,1.1056833,-1.528809,0.9257542,0.9194832,0.94134617,0.015631296,0.79031944
6,16.75,88.25,0.77830374,1.0161414,0.59199643,-0.25998318,-1.6645865,1.2721338,-1.1879238,0.7776445,0.73460275,0.6981754,0.16414851,0.2354884
6,16.75,88.5,0.49849787,0.6591827,0.48602718,0.019753333,-1.4384946,1.2768861,-0.7428182,0.49798918,0.48189646,0.38031653,0.137708,0.07805234
6,16.75,88.75,0.42953417,0.3714699,0.3914505,0.2712016,-1.1880687,1.2072102,-0.28834075,0.42906255,0.29531267,0.092542924,0.11182524,0.3481803
6,16.75,89.0,0.39580962,0.11235662,0.30780196,0.44777766,-1.1043396,1.1628631,0.11715061,0.39535615,0.18544975,-0.15199956,0.1779737,0.63974446
6,16.75,89.25,0.1987755,-0.14275022,0.15949762,0.5259683,-0.97394466,1.1996454,0.4454615,0.19842799,-0.01167385,-0.40398872,0.13116245,0.5160184
6,16.75,89.5,0.0699073,-0.35336247,0.006456721,0.5445736,-0.71681625,1.3044615,0.68886966,0.0696291,-0.22350089,-0.51824075,0.012079645,0.041672796
6,16.75,89.75,-0.18906033,-0.5117192,-0.15282223,0.53079486,-0.42334422,1.4210792,0.8497136,-0.18919925,-0.5386082,-0.63443524,-0.29030275,-0.6046349
6,16.75,90.0,-0.4122577,-0.60638905,-0.25939515,0.51012045,-0.26959205,1.4906824,0.93332833,-0.4122766,-0.7659559,-0.7112975,-0.53035086,-1.0230304
6,17.0,85.0,-1.6069154,-0.9063859,-0.19011115,-0.47194386,1.5378343,1.522603,-0.045096595,-1.6062917,-1.7705821,-1.1802922,-2.8034234,-3.1641827
6,17.0,85.25,-1.191373,-0.66670156,-0.116957374,-0.3862105,1.8335296,1.4649706,0.21855749,-1.1909729,-1.4456334,-0.9815047,-2.175454,-2.3768368
6,17.0,85.5,-0.8103578,-0.28330714,0.021424918,-0.33469787,2.3142812,1.3354659,0.64073884,-0.8101626,-0.9751265,-0.6492056,-1.2769315,-1.2075793
6,17.0,85.75,-0.3655968,0.191461,0.17678767,-0.3334125,2.503082,1.1112336,1.1267629,-0.3656408,-0.52472717,-0.25433338,-0.552723,-0.22144069
6,17.0,86.0,0.001486558,0.6866705,0.3599817,-0.43256354,2.490385,0.7961551,1.5538335,0.0012451593,-0.011340071,0.27619478,-0.0888594,0.5073776
6,17.0,86.25,0.6477542,1.1816237,0.5255451,-0.63206786,2.3088102,0.43453637,1.7950739,0.64716524,0.47381008,0.8702656,0.03482087,1.1036696
6,17.0,86.5,1.1783115,1.6174614,0.6594075,-0.75332105,1.9285238,0.09888822,1.7514731,1.1774372,0.8914458,1.4714792,0.014199972,1.6042627
6,17.0,86.75,1.4475744,1.9608313,0.7235525,-0.73828435,1.4459618,-0.15441713,1.372344,1.4465553,1.1624032,1.8481106,0.009823978,1.7459761
6,17.0,87.0,1.7976323,2.1989775,0.7985792,-0.67185444,0.80202335,-0.29781565,0.6067692,1.7964249,1.4468752,2.0118952,0.26096582,1.6284544
6,17.0,87.25,1.756294,2.2783148,0.8188103,-0.63025784,-0.030599158,-0.1054441,-0.5061173,1.755109,1.5961171,1.9201677,0.43960235,1.4287289
6,17.0,87.5,1.6532342,2.1715412,0.7816452,-0.6093492,-0.8831218,0.48549965,-1.295785,1.6521045,1.5515009,1.7144902,0.44676307,1.291649
6,17.0,87.75,1.3545883,1.8884928,0.67700714,-0.49798453,-1.5460991,0.9829336,-1.5368797,1.3536192,1.302339,1.4328672,0.34684113,0.988437
6,17.0,88.0,1.0362211,1.4878709,0.5404049,-0.2802687,-1.8680198,1.2301989,-1.4282274,1.0354232,0.94368726,1.0840203,0.24683715,0.41218817
6,17.0,88.25,0.71068317,1.0499096,0.4204117,-0.03819461,-1.8592077,1.2491386,-1.1149894,0.71006036,0.6499246,0.770106,0.17051359,-0.019401638
6,17.0,88.5,0.3874029,0.6344562,0.2546935,0.23024237,-1.5873392,1.1339028,-0.70680654,0.38695395,0.31160417,0.36277995,-0.088190906,-0.043881737
6,17.0,88.75,0.14969498,0.2984493,0.10015113,0.48717433,-1.2942686,1.0149381,-0.28802097,0.14937387,0.031557318,-0.05238799,-0.25126332,0.3064862
6,17.0,89.0,0.056620866,0.006723828,-0.00027664515,0.60635304,-1.1473839,0.9983867,0.081486806,0.056349814,-0.11792545,-0.35508654,-0.15607828,0.6206096
6,17.0,89.25,-0.09943225,-0.25924683,-0.11013113,0.5469612,-0.9578146,1.1144214,0.3675009,-0.09961937,-0.24297702,-0.55230755,-0.06441618,0.4739438
6,17.0,89.5,-0.1699773,-0.47178867,-0.23258552,0.36184973,-0.66847646,1.311141,0.5617835,-0.17012648,-0.42941454,-0.68093127,-0.16781184,-0.14240968
6,17.0,89.75,-0.57134724,-0.62916243,-0.40698746,0.13333438,-0.34109014,1.499179,0.6759843,-0.57128054,-0.8564976,-0.94118726,-0.6658139,-1.034758
6,17.0,90.0,-0.8010033,-0.714549,-0.47155038,-0.05919445,-0.16550343,1.6013671,0.72975355,-0.8008131,-1.077932,-1.0254576,-0.94737446,-1.5359035
6,17.25,85.0,-1.502841,-0.87467796,-0.29485756,-0.64735395,1.4316907,0.90893114,0.38186154,-1.5022733,-1.5749829,-0.85593164,-2.611421,-2.8659477
6,17.25,85.25,-1.3125966,-0.63989836,-0.2630482,-0.6211038,1.7383302,0.85884714,0.586463,-1.3121313,-1.3214852,-0.77306104,-2.0970387,-2.1954608
6,17.25,85.5,-0.72590476,-0.26555893,-0.09822778,-0.47611603,2.2435157,0.7489487,0.9112692,-0.725755,-0.820656,-0.47295302,-1.0877261,-1.1213374
6,17.25,85.75,-0.31800473,0.20074199,0.08005938,-0.27045062,2.5502315,0.57485694,1.2996767,-0.31807432,-0.41144386,-0.122304186,-0.2308844,-0.23728003
6,17.25,86.0,0.11620859,0.7254013,0.25836203,-0.18153621,2.6944106,0.35667634,1.6667099,0.11590549,-0.014036106,0.34899482,0.2452869,0.465481
6,17.25,86.25,0.5672616,1.2765415,0.46366003,-0.19016999,2.5208972,0.14806671,1.9112312,0.5667159,0.442225,0.9322152,0.37905204,1.0699474
6,17.25,86.5,1.0919245,1.7489905,0.63764405,-0.19965415,2.0118465,0.023273587,1.9463775,1.0910968,0.8987769,1.5145013,0.3217212,1.4029355
6,17.25,86.75,1.4098084,2.0960562,0.7205341,-0.14863147,1.4084195,0.025435831,1.7373258,1.4088095,1.2339556,1.9012156,0.25587213,1.3199586
6,17.25,87.0,1.7582684,2.3184347,0.7783327,-0.044243846,0.71542877,0.019765913,1.2557944,1.7570821,1.524587,2.0887277,0.4404021,1.0956241
6,17.25,87.25,1.8662221,2.3768785,0.78619605,0.030480986,-0.11651576,0.07517583,-0.57262105,1.8649778,1.6892533,2.0436895,0.66466874,0.9104002
6,17.25,87.5,1.7246104,2.2490377,0.71220636,0.041148182,-0.9888225,0.96677494,-1.3056886,1.7234423,1.6270432,1.7986165,0.67675906,0.7310431
6,17.25,87.75,1.5692171,1.9306947,0.62346524,0.09402472,-1.6884179,1.3020993,-1.4296612,1.5681325,1.4712669,1.5476636,0.6571676,0.5430208
6,17.25,88.0,1.2365274,1.4873642,0.4827611,0.19268751,-2.000734,1.3328145,-1.3193061,1.2356218,1.1712036,1.2286772,0.53329456,0.25280058
6,17.25,88.25,0.8150123,1.0124357,0.31783235,0.30026242,-1.9879749,1.1503378,-1.0450739,0.8143334,0.83035064,0.8852503,0.2821322,0.115027174
6,17.25,88.5,0.5198005,0.5527061,0.12168242,0.5005085,-1.7464105,0.8915995,-0.680253,0.5192803,0.43700328,0.4483078,-0.11534093,0.26709342
6,17.25,88.75,0.14335303,0.1686845,-0.089838155,0.76030207,-1.4210111,0.70794165,-0.29812482,0.14303534,0.033893764,-0.05743206,-0.42151695,0.56964266
6,17.25,89.0,-0.080001526,-0.14775662,-0.19162808,0.8445045,-1.1774544,0.69569224,0.035237383,-0.0801991,-0.12876809,-0.34351435,-0.3097343,0.83298934
6,17.25,89.25,-0.24535204,-0.41475853,-0.30671448,0.71780765,-0.8699203,0.8540743,0.27474236,-0.2454607,-0.28633034,-0.5610398,-0.29229596,0.56761134
6,17.25,89.5,-0.44448426,-0.5980602,-0.44128892,0.41128704,-0.4533385,1.0983843,0.40995246,-0.44448584,-0.5432123,-0.7782544,-0.5693534,-0.24809939
6,17.25,89.75,-0.9241606,-0.70079803,-0.596048,0.00481196,-0.075288095,1.3178892,0.46446478,-0.9239042,-1.0091496,-1.0969474,-1.1666745,-1.3227382
6,17.25,90.0,-1.0804352,-0.7341266,-0.64578205,-0.31297898,0.09052858,1.4280412,0.47757915,-1.0800947,-1.298346,-1.2426406,-1.5210357,-1.9743665
6,17.5,85.0,-1.3735584,-0.75943214,-0.3548387,-0.84518063,1.3455067,0.3890316,0.59598434,-1.3730603,-1.3055652,-0.56410104,-1.8908461,-2.070041
6,17.5,85.25,-1.012043,-0.52279085,-0.2799203,-0.8246826,1.5940068,0.32706937,0.73436075,-1.0117394,-0.95618546,-0.41001457,-1.4076289,-1.5987945
6,17.5,85.5,-0.5547291,-0.181975,-0.1283654,-0.63810664,2.0214803,0.20653148,0.9518828,-0.55467135,-0.49511898,-0.18748543,-0.6316631,-0.93846387
6,17.5,85.75,-0.1854976,0.23862043,0.052057866,-0.36055508,2.3716307,0.05583369,1.2314315,-0.18563843,-0.1170652,0.114793375,0.07568946,-0.30472457
6,17.5,86.0,0.17670844,0.73896325,0.2033806,-0.1037545,2.5966704,-0.07559344,1.5270554,0.1763728,0.14011784,0.488353,0.39021146,0.2931814
6,17.5,86.25,0.6196619,1.2782916,0.3874569,0.14316182,2.4708438,-0.11746492,1.7613815,0.61908805,0.44874746,0.9430568,0.41325206,0.81616807
6,17.5,86.5,1.0496743,1.7497176,0.55117834,0.30807725,1.9724119,0.012434177,1.8467187,1.0488691,0.82601666,1.3704925,0.29759786,0.98900163
6,17.5,86.75,1.2985061,2.0889368,0.6186513,0.4227916,1.3161842,0.39246613,1.7181262,1.2975672,1.1429082,1.6410403,0.20325768,0.7814025
6,17.5,87.0,1.5166953,2.2807066,0.65077025,0.56745946,0.5905712,1.1401669,1.2637461,1.515639,1.4357418,1.8070204,0.37680048,0.5833647
6,17.5,87.25,1.7329814,2.3058045,0.653123,0.66875523,-0.18604663,1.8658134,-0.24928437,1.7318089,1.6122142,1.8060895,0.6199491,0.49759543
6,17.5,87.5,1.6366209,2.1602283,0.55654955,0.6879338,-1.0142713,1.7325672,-1.03119,1.6355001,1.5480479,1.585603,0.5860115,0.37070885
6,17.5,87.75,1.3374034,1.8223674,0.43550372,0.7200478,-1.7170396,1.6616329,-1.2072536,1.3364435,1.366063,1.316757,0.47210446,0.28565142
6,17.5,88.0,0.9515418,1.3611923,0.29048094,0.7618749,-2.0163896,1.4190892,-1.1570251,0.95078945,1.1207429,1.0473735,0.36210173,0.32825378
6,17.5,88.25,0.663646,0.8769732,0.13451451,0.8147904,-2.0380402,1.0268543,-0.9453686,0.66304845,0.8313623,0.74282205,0.17676795,0.52815104
6,17.5,88.5,0.30516464,0.39025667,-0.061465144,0.9642462,-1.8973227,0.62792,-0.6311961,0.30475992,0.4288085,0.29267934,-0.1707278,0.73988026
6,17.5,88.75,-0.08570762,-0.041347302,-0.26204208,1.1807921,-1.5507059,0.37068805,-0.28484806,-0.085902125,0.04366108,-0.17322083,-0.38532788,0.8864233
6,17.5,89.0,-0.09648632,-0.37369743,-0.35582936,1.2042938,-1.1512516,0.32645005,0.01639089,-0.09667503,-0.110764705,-0.40574676,-0.25343695,0.9427355
6,17.5,89.25,-0.23183222,-0.6224748,-0.47377935,0.96305305,-0.69341993,0.46364495,0.21170065,-0.23194814,-0.30073443,-0.61766964,-0.3844215,0.52319854
6,17.5,89.5,-0.6581937,-0.75682664,-0.5996082,0.5656132,-0.15381,0.68032247,0.28573626,-0.65808034,-0.5722889,-0.8354076,-0.845972,-0.36725345
6,17.5,89.75,-1.0127242,-0.7848595,-0.6997883,0.13958497,0.24102822,0.8659268,0.27475098,-1.01242,-0.9660767,-1.0738839,-1.4404181,-1.4380322
6,17.5,90.0,-1.1704324,-0.75808626,-0.74351645,-0.16301827,0.36774927,0.9461942,0.24031259,-1.1700436,-1.2618008,-1.2030082,-1.8165691,-2.150017
6,17.75,85.0,-1.0120382,-0.58678555,-0.33049023,-0.9461739,1.2338992,0.08229269,0.5733358,-1.0117346,-0.91148156,-0.3963348,-0.9066658,-1.0702293
6,17.75,85.25,-0.62627673,-0.35281497,-0.23674938,-0.86899114,1.4202644,0.0063281744,0.6455993,-0.6261805,-0.5419374,-0.18351972,-0.49187326,-0.8648211
6,17.75,85.5,-0.41029534,-0.046093848,-0.12960371,-0.65207934,1.7449541,-0.13067634,0.75805753,-0.41031528,-0.17831522,-0.020997796,-0.031881254,-0.6393207
6,17.75,85.75,-0.14596693,0.32034308,0.0016891883,-0.3310729,2.0430965,-0.27065402,0.93043643,-0.14612903,0.09737874,0.19356479,0.31337935,-0.30876878
6,17.75,86.0,0.16441509,0.7574663,0.12792046,0.00683898,2.2342608,-0.33774284,1.1527313,0.16408607,0.27586925,0.50375396,0.37097266,0.14894582
6,17.75,86.25,0.4818821,1.2226816,0.27094644,0.37527868,2.1513155,-0.2505543,1.3673829,0.48138234,0.48280832,0.8525815,0.2320523,0.5378596
6,17.75,86.5,0.7684014,1.64379,0.39089325,0.6965896,1.77491,0.062145174,1.4773182,0.7677476,0.750323,1.1080797,0.06489916,0.57407963
6,17.75,86.75,1.0432894,1.9531423,0.45774707,0.9243748,1.1740305,0.6350387,1.3684843,1.0424877,1.0458682,1.2754648,0.06888144,0.37180737
6,17.75,87.0,1.2839314,2.1052942,0.45914018,1.0821947,0.47169036,1.3940358,0.90927976,1.2830002,1.2786337,1.364075,0.2236366,0.21344465
6,17.75,87.25,1.5318202,2.095344,0.4332283,1.1733428,-0.23239714,1.972901,0.09828249,1.5307558,1.406617,1.3691822,0.37128437,0.2044234
6,17.75,87.5,1.3727735,1.9303144,0.33485925,1.2437308,-1.0100756,2.0806403,-0.571578,1.3717946,1.3208257,1.2152345,0.25530207,0.22326982
6,17.75,87.75,1.1877232,1.5759544,0.23834766,1.2968976,-1.7023727,1.8800755,-0.8801305,1.1868438,1.1804616,1.0634998,0.17876112,0.4128387
6,17.75,88.0,0.73652965,1.1041259,0.100352354,1.3110569,-2.015235,1.4559504,-0.9329809,0.73589295,0.9495645,0.83641833,0.15482645,0.7224637
6,17.75,88.25,0.3235618,0.6063964,-0.061109126,1.3589662,-2.0965781,0.9137403,-0.8054822,0.32314718,0.6573486,0.494212,0.10162142,1.0377531
6,17.75,88.5,0.078685544,0.09276837,-0.23661007,1.4536073,-2.0120943,0.41778806,-0.55292636,0.07840262,0.3219788,0.048112266,-0.012597351,1.1864073
6,17.75,88.75,-0.27832642,-0.36994588,-0.40725058,1.5504932,-1.5918889,0.10174452,-0.24195717,-0.27841732,-0.0034205804,-0.38724774,-0.045509584,1.1020617
6,17.75,89.0,-0.40535846,-0.6955241,-0.51814216,1.5071516,-0.980983,-0.0011148818,0.038036864,-0.40538105,-0.19523986,-0.63236105,0.0028355117,0.8590773
6,17.75,89.25,-0.5068512,-0.8845255,-0.6443425,1.2051172,-0.35888198,0.051087618,0.20177642,-0.50681925,-0.40187958,-0.8174847,-0.33955422,0.29510224
6,17.75,89.5,-0.8329131,-0.9391072,-0.7420924,0.7762235,0.19404681,0.16295324,0.2224925,-0.83270574,-0.60804445,-0.9364997,-0.93903667,-0.52594143
6,17.75,89.75,-0.8662233,-0.8974423,-0.73491013,0.3674359,0.5115812,0.25030804,0.14891705,-0.86599797,-0.76272655,-0.92301667,-1.3421285,-1.3288199
6,17.75,90.0,-0.9046989,-0.822824,-0.7113975,0.04424857,0.5905665,0.2662234,0.06523976,-0.904453,-0.89059806,-0.87184364,-1.5289183,-1.8693826
6,18.0,85.0,-0.49872077,-0.38112256,-0.2567018,-0.9334893,1.0392675,0.012276083,0.33511055,-0.49869314,-0.39567196,-0.33853525,0.11051695,-0.33831182
6,18.0,85.25,-0.27350625,-0.16853364,-0.19415116,-0.74200183,1.1573021,-0.06296986,0.34656635,-0.27359974,-0.117557265,-0.11696155,0.3974501,-0.3187535
6,18.0,85.5,-0.0043838606,0.088707246,-0.11706572,-0.43526527,1.3513911,-0.19691935,0.36472306,-0.0046221022,0.17266466,0.088259324,0.64963776,-0.27594864
6,18.0,85.75,-0.02182603,0.37612292,-0.049097423,-0.06487332,1.5830328,-0.31941786,0.44198602,-0.02205489,0.27721468,0.1953123,0.57794034,-0.18280275
6,18.0,86.0,0.021638883,0.72969526,-0.0051060943,0.30676022,1.7715341,-0.3437224,0.6008419,0.021386648,0.29019418,0.3411073,0.20135471,0.0076682307
6,18.0,86.25,0.30826297,1.1049472,0.0863129,0.68906915,1.7088487,-0.18831795,0.80436426,0.3078566,0.4177749,0.579364,-0.11848246,0.20415337
6,18.0,86.5,0.6096548,1.437392,0.19797842,1.0750501,1.418799,0.1960536,0.9579983,0.60908633,0.69399536,0.79941326,-0.16537572,0.24993466
6,18.0,86.75,0.8223259,1.6796243,0.2518299,1.3820889,0.96823734,0.7917802,0.94397724,0.82164305,0.9491688,0.8988931,-0.030187452,0.14201726
6,18.0,87.0,1.0222821,1.7953974,0.21556257,1.5231075,0.39392596,1.4687748,0.68087566,1.0214918,1.0263524,0.8573814,0.05400224,-0.026379295
6,18.0,87.25,0.99742395,1.7640202,0.14239332,1.59025,-0.2823919,1.9819134,0.21741696,0.99664694,0.98416567,0.7779268,0.0033932766,-0.10090581
6,18.0,87.5,0.9639876,1.5702784,0.06812507,1.7014815,-1.0494896,2.1358275,-0.24617632,0.9632285,0.881171,0.71220636,-0.1493851,0.023157768
6,18.0,87.75,0.80048746,1.2010032,-0.0016387975,1.7605704,-1.6752385,1.9165756,-0.55499136,0.79981637,0.7768446,0.6757458,-0.1744271,0.39857653
6,18.0,88.0,0.45148453,0.73464125,-0.14054736,1.7420754,-1.9779245,1.4232628,-0.68164504,0.4510011,0.54671484,0.46943247,-0.12682433,0.79273736
6,18.0,88.25,0.049221516,0.23159811,-0.28222668,1.7154741,-2.1016192,0.8242704,-0.64476377,0.048954446,0.324551,0.1540939,0.033442862,1.1212887
6,18.0,88.5,-0.14119677,-0.29004824,-0.40014574,1.6805784,-2.0158744,0.307486,-0.46840546,-0.14136143,0.15434127,-0.1973593,0.27013204,1.2916061
6,18.0,88.75,-0.5121763,-0.7524592,-0.5833707,1.6605128,-1.5533707,-0.017126236,-0.1896887,-0.5121414,-0.1667517,-0.6704971,0.30580848,1.1051179
6,18.0,89.0,-0.6404348,-1.0637428,-0.7282232,1.6105154,-0.82260543,-0.17775369,0.09864912,-0.640331,-0.40514854,-0.96949345,0.18377692,0.7504051
6,18.0,89.25,-0.7832634,-1.1966134,-0.83714896,1.3781943,-0.05932335,-0.25761476,0.2582406,-0.7830828,-0.59870726,-1.1238381,-0.33996436,0.17771561
6,18.0,89.5,-0.88946915,-1.1702824,-0.89341515,1.0139306,0.55289745,-0.30636087,0.23734872,-0.8892314,-0.7136405,-1.1246723,-1.0043238,-0.5106421
6,18.0,89.75,-0.92750424,-1.0427034,-0.86934525,0.61402303,0.88050425,-0.35598832,0.10684313,-0.92724603,-0.7620779,-0.9861185,-1.3676544,-1.1301131
6,18.0,90.0,-0.9537961,-0.8846582,-0.8326446,0.23315474,0.9654851,-0.4197398,-0.024497245,-0.95352376,-0.7889109,-0.8273287,-1.4540055,-1.5299937
6,18.25,85.0,-0.17387821,-0.17458007,-0.23331304,-0.66588265,0.7150669,0.11234842,-0.066107824,-0.1740253,0.03652442,-0.3702205,0.6988072,-0.23917633
6,18.25,85.25,-0.01876341,-0.017571162,-0.18895021,-0.389827,0.7755868,0.059962094,-0.105238296,-0.018993918,0.24970378,-0.10774278,0.8963626,-0.17762321
6,18.25,85.5,0.15726104,0.16144055,-0.12396936,-0.057715543,0.8976389,-0.03856812,-0.16322689,0.15693586,0.4528457,0.15172467,0.9709801,-0.09801534
6,18.25,85.75,0.1929408,0.36265317,-0.10342872,0.2598033,1.1014448,-0.12282642,-0.16093099,0.19259644,0.43468058,0.21926636,0.5939843,-0.103164196
6,18.25,86.0,0.040274188,0.6220111,-0.12660079,0.63359374,1.282107,-0.11434227,-0.047816783,0.04001193,0.34918,0.25992274,-0.034243554,-0.13083549
6,18.25,86.25,0.13105968,0.89788264,-0.07832178,1.0277505,1.2373102,0.059303373,0.16143353,0.1307486,0.435546,0.4161993,-0.36808226,-0.08358134
6,18.25,86.5,0.5141968,1.1306448,0.009722791,1.3712062,1.018246,0.4307323,0.38544455,0.5136796,0.6906713,0.5954095,-0.26555195,0.016750844
